iter	RMSE
293	547.8268584
294	547.6059944
295	547.4533875
296	547.3483423
297	547.2080143
298	547.1811504
299	547.0819889
300	546.874124
301	546.870747
302	546.786459
303	546.7375009
304	546.4326971
305	546.2502824
306	546.080708
307	545.8948958
308	545.7369074
309	545.684645
310	545.5215916
311	545.3630688
312	545.3501634
313	545.3326546
314	545.1390236
315	545.0211017
316	544.6338005
317	544.5541108
318	544.5214208
319	544.3793849
320	544.2710259
321	544.2541337
322	544.0171495
323	544.0009762
324	543.8586338
325	543.6800686
326	543.6631101
327	543.6469357
328	543.4355046
329	543.2969424
330	543.151757
331	542.9050509
332	542.7461621
333	542.5759669
334	542.4881827
335	542.2319412
336	542.0775965
337	541.94184
338	541.8064532
339	541.7365256
340	541.502349
341	541.3595771
342	541.2696925
343	541.2116642
344	541.0595142
345	540.9126621
346	540.8536541
347	540.8008794
348	540.7437564
349	540.6954477
350	540.5451738
351	540.5070794
352	540.4126571
353	540.3677171
354	540.307454
355	540.087125
356	540.0618245
357	539.9018649
358	539.7357861
359	539.6038138
360	539.4378428
361	539.3571417
362	539.2948533
363	539.2655971
364	539.1556263
365	539.0356339
366	538.8429893
367	538.8094575
368	538.6545278
369	538.4501942
370	538.4394266
371	538.3926582
372	538.1865791
373	538.1411522
374	538.0148422
375	537.9463942
376	537.780275
377	537.6099271
378	537.5503654
379	537.4386741
380	537.4280938
381	537.2233782
382	537.0824761
383	537.0794688
384	537.0765713
385	537.0674466
386	536.9978788
387	536.7789471
388	536.6196618
389	536.5799101
390	536.3999793
391	536.2588273
392	536.1481813
393	536.0530605
394	535.8835081
395	535.6643172
396	535.4988461
397	535.4932907
398	535.3102246
399	535.3084776
400	535.3068013
401	535.3051928
402	535.2565679
403	535.058643
404	535.0570318
405	534.8969969
406	534.8954607
407	534.8902778
408	534.7189596
409	534.5432602
410	534.5418376
411	534.3287227
412	534.3266261
413	534.2365385
414	534.1192782
415	533.9684071
416	533.7384812
417	533.6854387
418	533.5821843
419	533.5347088
420	533.429013
421	533.2785493
422	533.2668189
423	533.1333676
424	532.9654331
425	532.9639749
426	532.8374387
427	532.7784208
428	532.6805223
429	532.6673922
430	532.5594364
431	532.533108
432	532.504544
433	532.4946291
434	532.4884781
435	532.4463932
436	532.3996949
437	532.3551576
438	532.2669402
439	532.1616934
440	532.0865577
441	532.0570122
442	532.0135877
443	531.8170838
444	531.6800666
445	531.5771993
446	531.5639674
447	531.4590977
448	531.4507235
449	531.4366434
450	531.4232806
451	531.3378784
452	531.1313298
453	531.042322
454	530.9168096
455	530.8615615
456	530.8488992
457	530.8048723
458	530.6631406
459	530.5268999
460	530.4013224
461	530.3512206
462	530.2644968
463	530.1493736
464	530.0370428
465	529.9400407
466	529.8129458
467	529.700257
468	529.6125503
469	529.5319615
470	529.3945326
471	529.3934999
472	529.3438455
473	529.2694513
474	529.1350164
475	529.0476452
476	528.9200258
477	528.8339349
478	528.7732174
479	528.6787284
480	528.5398467
481	528.4365412
482	528.3949077
483	528.2941954
484	528.2568197
485	528.2292431
486	528.0919323
487	528.0112012
488	527.9321976
489	527.8937225
490	527.848395
491	527.6696864
492	527.552001
493	527.4499951
494	527.4152154
495	527.3403203
496	527.2625304
497	527.2378486
498	527.0973379
499	527.0291163
500	526.8588799
501	526.7469171
502	526.6322615
503	526.5337563
504	526.3959043
505	526.2151247
506	526.1265071
507	526.1256453
508	525.9363186
509	525.9355049
510	525.9347246
511	525.8846259
512	525.7424744
513	525.5795689
514	525.4545378
515	525.4003051
516	525.3367065
517	525.1640528
518	525.0130727
519	524.8372537
520	524.7964625
521	524.7948871
522	524.682317
523	524.4990105
524	524.4760649
525	524.3662898
526	524.2592894
527	524.107463
528	523.981119
529	523.96254
530	523.8870912
531	523.7488348
532	523.6131665
533	523.5450361
534	523.5442429
535	523.5240999
536	523.4080431
537	523.3300974
538	523.2950615
539	523.177853
540	523.0183254
541	522.8935843
542	522.8217905
543	522.7113373
544	522.5992267
545	522.473315
546	522.4460757
547	522.3200576
548	522.2161152
549	522.0779273
550	521.9839385
551	521.9293433
552	521.8715042
553	521.7053911
554	521.6619673
555	521.6387499
556	521.5086042
557	521.4198183
558	521.3612603
559	521.286996
560	521.1223796
561	521.0038004
562	520.9514017
563	520.9155166
564	520.8136577
565	520.7451784
566	520.709335
567	520.538939
568	520.4949976
569	520.4047716
570	520.2784966
571	520.222031
572	520.0678865
573	519.9672487
574	519.9154731
575	519.9006399
576	519.8335274
577	519.8311988
578	519.7757062
579	519.7698217
580	519.6523557
581	519.5064088
582	519.4111943
583	519.2824629
584	519.1673355
585	519.072186
586	518.9559291
587	518.8818885
588	518.7724492
589	518.6267354
590	518.5651811
591	518.4840324
592	518.3404756
593	518.255612
594	518.1634516
595	518.0310927
596	517.9738744
597	517.8878464
598	517.6948982
599	517.6255247
600	517.5382957
601	517.3421083
602	517.1835995
603	517.1511158
604	517.0445423
605	516.9578925
606	516.904289
607	516.7071367
608	516.617354
609	516.5389292
610	516.4151668
611	516.3941818
612	516.3919224
613	516.1833449
614	516.1319512
615	515.9501304
616	515.9308713
617	515.9135417
618	515.8183003
619	515.809673
620	515.7916764
621	515.7211515
622	515.5819193
623	515.5670836
624	515.5498862
625	515.4049536
626	515.2970418
627	515.1932714
628	515.082575
629	515.0806897
630	515.005999
631	514.908618
632	514.8939625
633	514.7659839
634	514.7621542
635	514.7485456
636	514.6777745
637	514.6054307
638	514.5076653
639	514.4862626
640	514.4558821
641	514.3676198
642	514.2952348
643	514.2386676
644	514.2338169
645	514.2059327
646	514.0916011
647	514.0201463
648	513.9938224
649	513.9326343
650	513.912699
651	513.8619833
652	513.692049
653	513.56631
654	513.4706702
655	513.3861502
656	513.2545299
657	513.2066395
658	513.1020029
659	512.992782
660	512.9368756
661	512.8302638
662	512.7225313
663	512.68761
664	512.5404189
665	512.4972331
666	512.3829474
667	512.2475809
668	512.1287778
669	512.0218107
670	511.9543454
671	511.9315146
672	511.907078
673	511.7640723
674	511.6098673
675	511.5187109
676	511.4607983
677	511.4377218
678	511.3735011
679	511.2961387
680	511.2039947
681	511.1164415
682	511.0160306
683	510.9197719
684	510.8747034
685	510.7641973
686	510.667541
687	510.5213377
688	510.3893786
689	510.2816246
690	510.2559297
691	510.144604
692	510.0789858
693	509.9307272
694	509.8946703
695	509.8506005
696	509.7604069
697	509.7145747
698	509.6099172
699	509.550563
700	509.4728896
701	509.4619967
702	509.3705224
703	509.3516583
704	509.2801907
705	509.2439121
706	509.1332937
707	509.0491419
708	509.0194714
709	508.9726421
710	508.8664954
711	508.8495653
712	508.7611538
713	508.6436104
714	508.5759096
715	508.4704108
716	508.4272429
717	508.3252322
718	508.2430373
719	508.2140888
720	508.0864063
721	507.9735428
722	507.874731
723	507.7974632
724	507.6528471
725	507.627163
726	507.5495692
727	507.3928216
728	507.3330639
729	507.2069982
730	507.1858041
731	507.0845143
732	507.0236948
733	507.0092436
734	506.8522446
735	506.8323648
736	506.7735786
737	506.7159482
738	506.6101012
739	506.5424847
740	506.4383687
741	506.3705857
742	506.2937297
743	506.2621597
744	506.1592837
745	506.0739699
746	506.0633746
747	506.0077483
748	505.9013671
749	505.8428274
750	505.7839626
751	505.7462785
752	505.6309084
753	505.5320324
754	505.4267151
755	505.401226
756	505.3956882
757	505.288252
758	505.2159981
759	505.1270184
760	505.0341566
761	505.0156165
762	504.9841691
763	504.9314365
764	504.8771402
765	504.8012589
766	504.7255715
767	504.6218623
768	504.5590898
769	504.463211
770	504.4485383
771	504.3853983
772	504.2821001
773	504.2018729
774	504.0579203
775	503.9881617
776	503.8925384
777	503.7713482
778	503.7299427
779	503.6365128
780	503.6130598
781	503.5661174
782	503.5277527
783	503.4348438
784	503.392062
785	503.2901473
786	503.2447025
787	503.2277739
788	503.2264507
789	503.1231478
790	503.0640984
791	503.0101219
792	502.9429235
793	502.8869307
794	502.8633264
795	502.7437802
796	502.6812734
797	502.5630031
798	502.5325176
799	502.4642069
800	502.4004989
801	502.3584108
802	502.2854016
803	502.269325
804	502.2322014
805	502.2299497
806	502.1676638
807	502.1522372
808	502.0339249
809	501.8542656
810	501.7380132
811	501.7025561
812	501.6317948
813	501.5376746
814	501.5079177
815	501.4575027
816	501.4200896
817	501.3228028
818	501.2225303
819	501.1474942
820	500.9934453
821	500.863789
822	500.7755684
823	500.6972677
824	500.6165987
825	500.5889389
826	500.491952
827	500.4264059
828	500.3481214
829	500.2485506
830	500.2211437
831	500.1193116
832	500.0942688
833	499.9962607
834	499.9750367
835	499.9550943
836	499.9048708
837	499.8462087
838	499.7899054
839	499.6795733
840	499.6579828
841	499.570022
842	499.5466704
843	499.5219802
844	499.5032106
845	499.4274297
846	499.3800785
847	499.2408318
848	499.1669533
849	499.1113894
850	499.0452721
851	499.0317822
852	498.9457679
853	498.9347538
854	498.8806797
855	498.8162442
856	498.7956981
857	498.7197374
858	498.681928
859	498.6560129
860	498.5969879
861	498.555841
862	498.4988537
863	498.4833101
864	498.3659838
865	498.3370263
866	498.3016651
867	498.3006513
868	498.2817072
869	498.2513694
870	498.1785514
871	498.0588636
872	497.9811119
873	497.8305107
874	497.7831231
875	497.6578107
876	497.5642256
877	497.4733434
878	497.4043702
879	497.3845518
880	497.3655648
881	497.2511418
882	497.2501357
883	497.1875839
884	497.1654546
885	497.1021671
886	497.1012396
887	497.0423494
888	497.0180959
889	496.9302879
890	496.9294014
891	496.8727982
892	496.7844419
893	496.6226088
894	496.5644933
895	496.5635944
896	496.4554448
897	496.3625662
898	496.2981066
899	496.1527705
900	496.0993883
901	495.9779754
902	495.9631977
903	495.8706336
904	495.7391459
905	495.60526
906	495.5958125
907	495.5527806
908	495.445328
909	495.4277989
910	495.348082
911	495.2579758
912	495.1886595
913	495.1820326
914	495.1158242
915	495.0520221
916	495.0160672
917	494.9054369
918	494.7824696
919	494.7604257
920	494.6604301
921	494.5830291
922	494.5014321
923	494.4271299
924	494.3897502
925	494.3361634
926	494.3033305
927	494.2668244
928	494.2116683
929	494.1037293
930	494.010925
931	493.9915762
932	493.8895787
933	493.7841736
934	493.7624186
935	493.718348
936	493.6451443
937	493.5944949
938	493.5412458
939	493.3789939
940	493.3199616
941	493.2408
942	493.1905322
943	493.1775198
944	493.0283418
945	492.973977
946	492.9431791
947	492.9177231
948	492.81847
949	492.7752442
950	492.6991045
951	492.5340479
952	492.4746045
953	492.4347715
954	492.4146827
955	492.3977483
956	492.372127
957	492.3712474
958	492.323782
959	492.2240482
960	492.1774258
961	492.0930658
962	492.0922144
963	492.0209233
964	491.9940489
965	491.8997002
966	491.8603911
967	491.7639667
968	491.6509371
969	491.6114146
970	491.5515091
971	491.4620397
972	491.3774619
973	491.3169884
974	491.1270155
975	491.0540153
976	490.9591181
977	490.8806455
978	490.7944631
979	490.7168068
980	490.6290111
981	490.6281499
982	490.6273257
983	490.5110081
984	490.5037449
985	490.427545
986	490.4022204
987	490.2913712
988	490.2367234
989	490.1554257
990	490.1546904
991	490.0335811
992	489.9845077
993	489.8902858
994	489.8399535
995	489.8389523
996	489.7641766
997	489.6774732
998	489.6646752
999	489.5773367
